vid,frame,x1,y1,x2,y2,score,label
S102T2,20.0,659.58984375,784.536376953125,779.844482421875,1054.026611328125,0.23341314494609833,string
S102T2,20.0,1175.5028076171875,489.2935485839844,1495.9957275390625,854.0271606445312,0.20538614690303802,suction
S102T2,20.0,761.8406372070312,5.9938812255859375,1150.33447265625,493.91619873046875,0.17920780181884766,cottonoid
S102T2,20.0,696.5653076171875,231.81590270996094,1287.4190673828125,1004.3133544921875,0.16377362608909607,muscle
S102T2,20.0,748.7361450195312,62.67845916748047,1320.10498046875,845.443603515625,0.1572050154209137,string
S102T2,20.0,636.8942260742188,751.1057739257812,960.8864135742188,1078.8297119140625,0.14979219436645508,string
S102T2,20.0,658.1394653320312,159.40185546875,1369.9306640625,849.5391235351562,0.14578013122081757,cottonoid
S102T2,20.0,762.5166015625,1.2946009635925293,1165.8858642578125,566.2421875,0.14177857339382172,muscle
S102T2,20.0,819.2931518554688,319.369873046875,1428.858154296875,894.8984375,0.13630211353302002,string
S102T2,20.0,657.3776245117188,775.5225219726562,776.6918334960938,1050.6241455078125,0.1352626383304596,suction
S102T2,20.0,632.9617919921875,483.6233215332031,994.494873046875,1067.5870361328125,0.13233810663223267,string
S102T2,20.0,1175.5028076171875,489.2935485839844,1495.9957275390625,854.0271606445312,0.13162861764431,string
S102T2,20.0,901.8539428710938,352.7218322753906,1407.239013671875,844.4234008789062,0.12872041761875153,cottonoid
S102T2,20.0,1175.5028076171875,489.2935485839844,1495.9957275390625,854.0271606445312,0.12602369487285614,muscle
S102T2,20.0,839.0377197265625,0.14310111105442047,1240.338623046875,684.8543090820312,0.1216118186712265,cottonoid
S102T2,20.0,1040.2735595703125,540.1307373046875,1514.547607421875,937.2677001953125,0.11487419158220291,grasper
S102T2,20.0,639.5175170898438,417.2366638183594,1028.80810546875,1065.62939453125,0.11058598756790161,cottonoid
S102T2,20.0,846.22998046875,0.0,1217.30419921875,615.3204956054688,0.1101723238825798,string
S102T2,20.0,738.3381958007812,776.8010864257812,1181.9361572265625,1078.8297119140625,0.09997176378965378,string
S102T2,20.0,633.719482421875,774.1513061523438,794.6859741210938,1055.223388671875,0.09946581721305847,grasper
S102T2,20.0,1175.5028076171875,489.2935485839844,1495.9957275390625,854.0271606445312,0.09941453486680984,cottonoid
S102T2,20.0,738.3381958007812,776.8010864257812,1181.9361572265625,1078.8297119140625,0.09924779832363129,grasper
S102T2,20.0,658.1394653320312,159.40185546875,1369.9306640625,849.5391235351562,0.09739580750465393,grasper
S102T2,20.0,655.89208984375,791.2058715820312,783.7014770507812,1049.5635986328125,0.0964289978146553,cottonoid
S102T2,20.0,717.7277221679688,373.7758483886719,1231.096923828125,1068.269287109375,0.09612657874822617,drill
S102T2,20.0,623.6980590820312,599.6205444335938,802.3927001953125,1057.616455078125,0.09500788897275925,suction
S102T2,20.0,846.22998046875,0.0,1217.30419921875,615.3204956054688,0.09257180988788605,grasper
S102T2,20.0,544.1690063476562,755.2013549804688,842.7305297851562,1077.43359375,0.09107843041419983,string
S102T2,20.0,579.9013671875,586.6718139648438,804.223876953125,1051.7110595703125,0.08794093877077103,string
S102T2,20.0,619.4617919921875,932.5208129882812,783.9002075195312,1057.350830078125,0.08680009841918945,string
S102T2,20.0,639.5175170898438,417.2366638183594,1028.80810546875,1065.62939453125,0.08563125133514404,muscle
S102T2,20.0,1125.671142578125,480.58099365234375,1516.070068359375,854.815185546875,0.08394180983304977,drill
S102T2,20.0,626.7343139648438,847.685302734375,754.54541015625,1051.02197265625,0.0780484527349472,string
S102T2,20.0,820.4097900390625,379.47869873046875,1432.2677001953125,939.3091430664062,0.07758139073848724,suction
S102T2,20.0,969.9157104492188,69.7982177734375,1292.9012451171875,564.73681640625,0.07636997103691101,cottonoid
S102T2,20.0,561.0904541015625,636.8655395507812,816.7276611328125,1055.2789306640625,0.0762399435043335,cottonoid
S102T2,20.0,717.7277221679688,373.7758483886719,1231.096923828125,1068.269287109375,0.07162529230117798,tool
S102T2,20.0,1037.4896240234375,318.0332946777344,1518.2047119140625,838.8401489257812,0.06894628703594208,grasper
S102T2,20.0,1356.3623046875,539.8619384765625,1507.1717529296875,813.1771240234375,0.06813135743141174,suction
S102T2,20.0,988.4190673828125,425.7479248046875,1325.2208251953125,894.399658203125,0.0678442046046257,string
S102T2,20.0,877.8463745117188,0.0,1204.455322265625,390.5683898925781,0.06735533475875854,cottonoid
S102T2,20.0,646.5206909179688,488.7218322753906,948.4259033203125,1050.62451171875,0.06676263362169266,grasper
S102T2,20.0,652.13623046875,662.2588500976562,842.8590698242188,1049.8773193359375,0.06669038534164429,string
S102T2,20.0,564.8109741210938,457.8766174316406,852.4309692382812,1050.549072265625,0.0657726600766182,muscle
S102T2,20.0,612.9283447265625,680.51171875,985.6876220703125,1052.046875,0.06497664004564285,cottonoid
S102T2,20.0,614.73095703125,702.6729736328125,764.5358276367188,1048.7884521484375,0.06417113542556763,string
S102T2,20.0,1263.2498779296875,480.96038818359375,1511.7099609375,713.9845581054688,0.06360732764005661,grasper
S102T2,20.0,901.8539428710938,352.7218322753906,1407.239013671875,844.4234008789062,0.06327290087938309,muscle
S102T2,20.0,695.48583984375,776.2673950195312,922.51416015625,1056.0284423828125,0.06285178661346436,grasper
S102T2,20.0,879.9910888671875,562.4794311523438,1334.169921875,1068.4146728515625,0.06271077692508698,string
S102T2,20.0,695.3989868164062,750.07373046875,925.9771728515625,1048.359619140625,0.06261128932237625,suction
S102T2,20.0,690.0509643554688,767.593994140625,936.9482421875,1064.4222412109375,0.061580732464790344,muscle
S102T2,20.0,650.9212036132812,793.0062255859375,771.6339721679688,1045.6474609375,0.0615481436252594,muscle
S102T2,20.0,1168.2607421875,633.7318115234375,1496.354248046875,1026.74072265625,0.060084763914346695,grasper
S102T2,20.0,676.2115478515625,8.434547424316406,1120.9525146484375,337.9262390136719,0.06004573404788971,muscle
S102T2,20.0,695.3989868164062,750.07373046875,925.9771728515625,1048.359619140625,0.05978521704673767,cottonoid
S102T2,20.0,447.60516357421875,297.6819152832031,1045.5048828125,1009.5144653320312,0.059635501354932785,grasper
S102T2,20.0,686.0921020507812,138.45777893066406,1110.3114013671875,676.9114379882812,0.0593961663544178,cottonoid
S102T2,20.0,917.5806274414062,0.0,1132.958251953125,487.6318664550781,0.05895238742232323,string
S102T2,20.0,735.5001831054688,216.14315795898438,1200.1107177734375,587.3635864257812,0.05865836516022682,string
S102T2,20.0,838.3302612304688,619.6907348632812,1375.4735107421875,1062.4345703125,0.05811180919408798,grasper
S102T2,20.0,858.78662109375,471.8659973144531,1353.225341796875,1016.3549194335938,0.05797325819730759,cottonoid
S102T2,20.0,995.171875,32.85374450683594,1270.7294921875,610.94873046875,0.05768682062625885,string
S102T2,20.0,1168.2607421875,633.7318115234375,1496.354248046875,1026.74072265625,0.057366129010915756,string
S102T2,20.0,757.9569702148438,538.7882690429688,1380.62548828125,1078.8297119140625,0.05636293813586235,suction
S102T2,20.0,1184.7735595703125,441.0965881347656,1523.635986328125,672.9039306640625,0.05553330481052399,cottonoid
S102T2,20.0,798.002197265625,262.447021484375,1162.505126953125,853.6629028320312,0.05504017695784569,cottonoid
S102T2,20.0,918.93994140625,2.99656081199646,1297.8228759765625,567.49951171875,0.0547209270298481,muscle
S102T2,20.0,613.3082885742188,967.3704223632812,790.8140258789062,1074.6279296875,0.054361261427402496,suction
S102T2,20.0,467.4438781738281,659.0836791992188,747.193359375,1056.1788330078125,0.05427808314561844,suction
S102T2,20.0,641.1392211914062,969.9125366210938,812.7537841796875,1074.9251708984375,0.05424320697784424,string
S102T2,20.0,419.7661437988281,434.5242614746094,1015.3346557617188,1074.4395751953125,0.05358355864882469,suction
S102T2,20.0,658.966552734375,319.7472839355469,922.9624633789062,929.9888305664062,0.053117796778678894,cottonoid
S102T2,20.0,877.8463745117188,0.0,1204.455322265625,390.5683898925781,0.052513640373945236,muscle
S102T2,20.0,1239.236328125,493.671630859375,1497.215087890625,670.2968139648438,0.05240407958626747,string
S102T2,20.0,743.4560546875,327.3639831542969,1245.6630859375,719.6005249023438,0.05211837589740753,string
S102T2,20.0,693.700927734375,266.910400390625,1122.6275634765625,861.9658813476562,0.052069224417209625,string
S102T2,20.0,649.1473388671875,2.6000261306762695,989.2926025390625,496.8863830566406,0.05197932943701744,muscle
S102T2,20.0,740.3563232421875,7.692017555236816,1169.142578125,538.8445434570312,0.05182940512895584,suction
S102T2,20.0,1273.2239990234375,585.477294921875,1499.836669921875,860.7301025390625,0.05138484388589859,grasper
S102T2,20.0,730.86279296875,272.6486511230469,995.0076293945312,815.5360717773438,0.050064511597156525,cottonoid
S102T2,21.0,955.0587768554688,490.3839111328125,1488.56689453125,1021.8289794921875,0.8713367581367493,grasper
S102T2,21.0,765.32763671875,750.2752075195312,1014.3630981445312,1071.9200439453125,0.5314593315124512,string
S102T2,21.0,936.281005859375,432.9573059082031,1492.493408203125,1041.5074462890625,0.2940937876701355,suction
S102T2,21.0,691.1435546875,659.7584838867188,945.8161010742188,1071.2979736328125,0.17111164331436157,string
S102T2,21.0,958.2764282226562,486.5036315917969,1489.5804443359375,1019.2206420898438,0.15716208517551422,drill
S102T2,21.0,778.51416015625,514.4856567382812,1115.9822998046875,1059.7454833984375,0.14173446595668793,string
S102T2,21.0,767.955322265625,689.155029296875,1002.995849609375,1076.290771484375,0.1376490741968155,suction
S102T2,21.0,761.0615234375,754.5089111328125,1005.7909545898438,1077.133544921875,0.13278093934059143,cottonoid
S102T2,21.0,767.955322265625,689.155029296875,1002.995849609375,1076.290771484375,0.13122354447841644,grasper
S102T2,21.0,936.281005859375,432.9573059082031,1492.493408203125,1041.5074462890625,0.12697374820709229,muscle
S102T2,21.0,936.281005859375,432.9573059082031,1492.493408203125,1041.5074462890625,0.12077070772647858,string
S102T2,21.0,936.281005859375,432.9573059082031,1492.493408203125,1041.5074462890625,0.12026350200176239,cottonoid
S102T2,21.0,819.7504272460938,327.7591552734375,1381.7855224609375,1055.7003173828125,0.09069639444351196,grasper
S102T2,21.0,1016.0143432617188,79.4382095336914,1481.8330078125,622.4487915039062,0.09061069786548615,muscle
S102T2,21.0,960.5836181640625,204.66128540039062,1511.63134765625,852.4324340820312,0.08901439607143402,grasper
S102T2,21.0,874.5992431640625,187.30921936035156,1537.1468505859375,785.8086547851562,0.08612211048603058,cottonoid
S102T2,21.0,487.79150390625,223.55897521972656,1099.061279296875,1019.2332763671875,0.0832170620560646,suction
S102T2,21.0,774.7595825195312,707.2758178710938,939.57373046875,1002.2155151367188,0.08222854137420654,string
S102T2,21.0,874.5130615234375,644.1965942382812,1279.3756103515625,1053.2578125,0.08124332875013351,string
S102T2,21.0,962.0654907226562,486.2252197265625,1487.03955078125,1021.5863647460938,0.08120420575141907,tool
S102T2,21.0,749.3667602539062,131.1223602294922,1398.72900390625,874.264892578125,0.08097710460424423,muscle
S102T2,21.0,789.12109375,589.4800415039062,1069.5582275390625,1057.828369140625,0.07586688548326492,cottonoid
S102T2,21.0,684.0999755859375,539.6467895507812,934.7394409179688,1060.6009521484375,0.07472293078899384,suction
S102T2,21.0,674.8825073242188,25.212003707885742,933.3145751953125,489.22320556640625,0.07313787937164307,suction
S102T2,21.0,691.1435546875,659.7584838867188,945.8161010742188,1071.2979736328125,0.0726640596985817,cottonoid
S102T2,21.0,767.4076538085938,361.62481689453125,1028.5369873046875,907.9227294921875,0.07161550968885422,suction
S102T2,21.0,416.3377685546875,56.33154296875,874.4507446289062,985.2724609375,0.0692659243941307,grasper
S102T2,21.0,487.79150390625,223.55897521972656,1099.061279296875,1019.2332763671875,0.06678164750337601,cottonoid
S102T2,21.0,487.79150390625,223.55897521972656,1099.061279296875,1019.2332763671875,0.06600439548492432,grasper
S102T2,21.0,356.5819091796875,112.0792465209961,924.1494750976562,936.4992065429688,0.06586804986000061,cottonoid
S102T2,21.0,684.0999755859375,539.6467895507812,934.7394409179688,1060.6009521484375,0.06573992222547531,grasper
S102T2,21.0,802.96533203125,616.310302734375,992.205078125,990.3128662109375,0.06498322635889053,string
S102T2,21.0,787.0394897460938,120.08468627929688,1360.47314453125,955.8821411132812,0.06494457274675369,cottonoid
S102T2,21.0,487.79150390625,223.55897521972656,1099.061279296875,1019.2332763671875,0.06486581265926361,muscle
S102T2,21.0,416.3377685546875,56.33154296875,874.4507446289062,985.2724609375,0.06428907066583633,string
S102T2,21.0,666.9686279296875,58.83648681640625,928.8278198242188,621.1181640625,0.06225131079554558,cottonoid
S102T2,21.0,749.7769775390625,768.1846313476562,986.6703491210938,1077.9891357421875,0.060856085270643234,muscle
S102T2,21.0,601.143310546875,500.19000244140625,977.509033203125,1064.08544921875,0.05870194733142853,string
S102T2,21.0,526.2312622070312,65.37079620361328,847.0128784179688,695.9071044921875,0.05784858018159866,grasper
S102T2,21.0,730.474609375,829.1126098632812,941.2003173828125,1078.8297119140625,0.05683685466647148,suction
S102T2,21.0,798.7813720703125,483.12249755859375,1139.466064453125,913.5504150390625,0.056524477899074554,cottonoid
S102T2,21.0,977.358154296875,145.256103515625,1588.1226806640625,866.8319702148438,0.05605274438858032,string
S102T2,21.0,492.4795837402344,808.7133178710938,924.667724609375,1078.8297119140625,0.05598510429263115,suction
S102T2,21.0,735.92431640625,161.0674285888672,1002.072509765625,713.693603515625,0.05441606789827347,suction
S102T2,21.0,1195.6868896484375,582.1502075195312,1482.4605712890625,1011.0562133789062,0.054247282445430756,suction
S102T2,21.0,682.7448120117188,99.50958251953125,786.454345703125,297.8376159667969,0.05366891250014305,string
S102T2,21.0,674.8825073242188,25.212003707885742,933.3145751953125,489.22320556640625,0.05330583453178406,grasper
S102T2,21.0,588.0414428710938,67.33595275878906,979.8377075195312,629.9070434570312,0.05305619537830353,muscle
S102T2,21.0,701.635986328125,38.07238006591797,1008.8798217773438,422.480712890625,0.05294214189052582,cottonoid
S102T2,21.0,727.6072998046875,24.151700973510742,981.1773071289062,475.1570129394531,0.05274097993969917,muscle
S102T2,21.0,412.732421875,64.45532989501953,907.9942016601562,821.6968994140625,0.05246904492378235,muscle
S102T2,21.0,857.4852905273438,698.5730590820312,1017.4966430664062,975.92333984375,0.051758114248514175,string
S102T2,21.0,1035.9755859375,103.62117767333984,1467.9365234375,585.549072265625,0.050035763531923294,cottonoid
S102T2,22.0,690.5275268554688,513.3180541992188,1125.868408203125,1077.11279296875,0.848655104637146,grasper
S102T2,22.0,690.5275268554688,513.3180541992188,1125.868408203125,1077.11279296875,0.4113019108772278,suction
S102T2,22.0,559.619384765625,284.7557373046875,1087.1829833984375,1039.6707763671875,0.20373065769672394,suction
S102T2,22.0,692.9729614257812,523.1334838867188,1122.5164794921875,1072.697509765625,0.1612984985113144,drill
S102T2,22.0,552.9380493164062,318.5444030761719,1099.2083740234375,1019.57666015625,0.14172634482383728,grasper
S102T2,22.0,654.6177978515625,467.78619384765625,1074.2314453125,1029.994140625,0.11897881329059601,cottonoid
S102T2,22.0,691.5839233398438,508.21343994140625,1119.964111328125,1078.8297119140625,0.11871595680713654,tool
S102T2,22.0,417.575439453125,221.4510040283203,1007.673583984375,982.850830078125,0.10700221359729767,cottonoid
S102T2,22.0,552.9380493164062,318.5444030761719,1099.2083740234375,1019.57666015625,0.09633048623800278,muscle
S102T2,22.0,667.4810180664062,910.3045654296875,733.7417602539062,1028.2125244140625,0.09369665384292603,string
S102T2,22.0,572.4952392578125,635.0827026367188,840.16748046875,1058.9283447265625,0.09044663608074188,string
S102T2,22.0,670.8226928710938,534.9635009765625,1051.00732421875,1063.7838134765625,0.0836552157998085,string
S102T2,22.0,654.3956298828125,501.4302978515625,1035.4735107421875,982.4953002929688,0.08039461821317673,muscle
S102T2,22.0,538.7012329101562,469.10198974609375,900.2150268554688,918.589111328125,0.07683700323104858,cottonoid
S102T2,22.0,394.8598327636719,62.93590545654297,972.8818359375,977.01220703125,0.07310373336076736,suction
S102T2,22.0,636.108642578125,849.9559326171875,739.2569580078125,1026.5406494140625,0.06938190758228302,string
S102T2,22.0,552.9380493164062,318.5444030761719,1099.2083740234375,1019.57666015625,0.06305966526269913,string
S102T2,22.0,383.0441589355469,78.19293212890625,993.6317138671875,916.8258056640625,0.054224830120801926,muscle
S102T2,22.0,711.2518310546875,706.044189453125,1098.433837890625,1078.8297119140625,0.05272780731320381,muscle
S102T2,22.0,753.9467163085938,0.0,1084.598388671875,518.1936645507812,0.05250338092446327,muscle
S102T2,22.0,566.9840087890625,545.8568725585938,857.5725708007812,1018.27783203125,0.052377212792634964,grasper
S102T2,22.0,566.9840087890625,545.8568725585938,857.5725708007812,1018.27783203125,0.051550403237342834,muscle
S102T2,22.0,711.9871215820312,720.3877563476562,1146.3642578125,1078.8297119140625,0.050559476017951965,string
S102T2,23.0,881.7278442382812,542.9259643554688,1235.265869140625,1074.6510009765625,0.8888146877288818,grasper
S102T2,23.0,690.4765625,697.5501708984375,855.73876953125,1032.3111572265625,0.4032062590122223,string
S102T2,23.0,881.022216796875,550.1392822265625,1226.026123046875,1078.4302978515625,0.31825870275497437,suction
S102T2,23.0,696.976318359375,699.840087890625,870.4266357421875,1041.3599853515625,0.25411587953567505,grasper
S102T2,23.0,715.763916015625,694.2720336914062,830.7774047851562,919.1177978515625,0.1582334041595459,string
S102T2,23.0,682.51611328125,642.3387451171875,917.62451171875,958.9774780273438,0.15051205456256866,string
S102T2,23.0,881.7278442382812,542.9259643554688,1235.265869140625,1074.6510009765625,0.14556676149368286,drill
S102T2,23.0,880.3154907226562,557.9769287109375,1229.794677734375,1078.8297119140625,0.1310020536184311,string
S102T2,23.0,649.8440551757812,687.4661254882812,805.9376220703125,973.132568359375,0.12522153556346893,string
S102T2,23.0,730.8983154296875,541.8142700195312,1129.2200927734375,1048.759765625,0.12139812111854553,grasper
S102T2,23.0,881.022216796875,550.1392822265625,1226.026123046875,1078.4302978515625,0.10447666049003601,muscle
S102T2,23.0,726.717529296875,707.4962768554688,873.9600830078125,905.3687133789062,0.10319069027900696,cottonoid
S102T2,23.0,710.9952392578125,685.4754638671875,796.671875,839.880126953125,0.0987064316868782,string
S102T2,23.0,770.4974365234375,706.64111328125,881.0909423828125,939.3071899414062,0.09723974764347076,string
S102T2,23.0,887.8187866210938,541.8119506835938,1236.9686279296875,1078.8297119140625,0.09719599783420563,tool
S102T2,23.0,627.2215576171875,651.4218139648438,835.7808837890625,1029.0107421875,0.09480544179677963,grasper
S102T2,23.0,651.6293334960938,552.0590209960938,887.8077392578125,953.4263916015625,0.09191828966140747,grasper
S102T2,23.0,705.17333984375,544.9076538085938,1081.5008544921875,1078.8297119140625,0.09148812294006348,string
S102T2,23.0,634.8103637695312,690.0621948242188,847.0639038085938,1073.4354248046875,0.0909242182970047,suction
S102T2,23.0,617.4198608398438,614.6368408203125,963.257080078125,1077.5113525390625,0.09072913229465485,string
S102T2,23.0,880.3154907226562,557.9769287109375,1229.794677734375,1078.8297119140625,0.08681856095790863,cottonoid
S102T2,23.0,693.553955078125,693.4522094726562,855.4860229492188,822.0052490234375,0.0862421989440918,string
S102T2,23.0,692.1382446289062,493.3915710449219,942.7986450195312,872.3896484375,0.08150091022253036,string
S102T2,23.0,859.6611328125,533.4422607421875,1083.1773681640625,992.0850830078125,0.0798921287059784,suction
S102T2,23.0,697.0460205078125,561.3192138671875,925.9715576171875,937.4307861328125,0.07810003310441971,cottonoid
S102T2,23.0,706.168701171875,689.5490112304688,836.048828125,861.5228271484375,0.07789147645235062,cottonoid
S102T2,23.0,713.5652465820312,700.7337036132812,856.010986328125,896.1849975585938,0.07774615287780762,muscle
S102T2,23.0,692.2639770507812,659.1685180664062,817.0594482421875,810.4226684570312,0.07664832472801208,cottonoid
S102T2,23.0,715.62353515625,716.2638549804688,894.4514770507812,871.2657470703125,0.07584886997938156,string
S102T2,23.0,601.9412231445312,506.9432373046875,833.7881469726562,947.1387329101562,0.07464753091335297,string
S102T2,23.0,684.382568359375,699.842529296875,861.5195922851562,997.1533203125,0.0726727545261383,cottonoid
S102T2,23.0,608.9832763671875,673.9525756835938,769.0656127929688,871.9273681640625,0.07236821949481964,grasper
S102T2,23.0,838.4818115234375,669.302734375,969.3932495117188,944.9071655273438,0.07103884965181351,suction
S102T2,23.0,721.4680786132812,692.9801635742188,845.7178344726562,914.6299438476562,0.06893446296453476,grasper
S102T2,23.0,877.854736328125,627.6822509765625,1000.0592041015625,968.9658203125,0.06706652045249939,suction
S102T2,23.0,951.0872802734375,464.1671447753906,1410.6617431640625,1078.8297119140625,0.06589287519454956,suction
S102T2,23.0,708.8378295898438,505.2216796875,1065.765869140625,903.046875,0.06588739156723022,cottonoid
S102T2,23.0,692.1382446289062,493.3915710449219,942.7986450195312,872.3896484375,0.06071917712688446,grasper
S102T2,23.0,681.4185180664062,460.4898681640625,957.6444702148438,775.7793579101562,0.0587654747068882,cottonoid
S102T2,23.0,951.0872802734375,464.1671447753906,1410.6617431640625,1078.8297119140625,0.05739938095211983,grasper
S102T2,23.0,850.1748046875,505.71197509765625,1150.6719970703125,819.5860595703125,0.05701382830739021,cottonoid
S102T2,23.0,721.4680786132812,692.9801635742188,845.7178344726562,914.6299438476562,0.0557093508541584,suction
S102T2,23.0,730.8983154296875,541.8142700195312,1129.2200927734375,1048.759765625,0.053973112255334854,suction
S102T2,23.0,591.3301391601562,689.984130859375,779.5310668945312,848.8751220703125,0.05302371457219124,string
S102T2,23.0,788.0895385742188,529.7045288085938,1012.3406982421875,929.6117553710938,0.05225824564695358,suction
S102T2,23.0,602.6109619140625,613.7329711914062,855.6472778320312,951.1344604492188,0.05187133699655533,cottonoid
